Time [s], RESP, PLETH, V, AVR, II
250.57,1,0.57087,0.61569,0.59608,0.27451
250.58,1,0.57576,0.62941,0.4902,0.47451
250.58,1,0.57869,0.30392,0.078431,1.2275
250.59,1,0.58065,-0.33725,-0.41765,1.5039
250.6,1,0.58065,-0.48824,-0.20784,1.5039
250.61,1,0.58065,0.094118,0.4098,0.77647
250.62,1,0.57869,0.47059,0.61961,0.3
250.62,1,0.57576,0.55098,0.58431,0.28431
250.63,1,0.56891,0.57059,0.57059,0.32941
250.64,1,0.56109,0.5902,0.5549,0.33529
250.65,1,0.55132,0.59608,0.56078,0.33529
250.66,1,0.53959,0.60588,0.56471,0.32353
250.66,1,0.5259,0.61569,0.56078,0.32941
250.67,1,0.5132,0.60588,0.56078,0.32941
250.68,1,0.50147,0.5902,0.5451,0.34902
250.69,1,0.49071,0.58039,0.52941,0.37451
250.7,1,0.48192,0.58039,0.51961,0.40392
250.7,1,0.47507,0.58039,0.51569,0.4098
250.71,1,0.46921,0.58431,0.50588,0.41569
250.72,1,0.46628,0.56078,0.49412,0.42941
250.73,1,0.46432,0.5549,0.48039,0.44902
250.74,1,0.46334,0.5451,0.47451,0.47451
250.74,1,0.46237,0.55098,0.44902,0.5
250.75,1,0.46139,0.5451,0.43529,0.51961
250.76,1,0.46041,0.5451,0.42549,0.55098
250.77,1,0.45748,0.53529,0.4,0.58431
250.78,1,0.45455,0.51961,0.36471,0.63529
250.78,1,0.45064,0.50588,0.33529,0.6902
250.79,1,0.44673,0.5,0.3,0.74118
250.8,1,0.44282,0.5,0.26863,0.7902
250.81,1,0.43891,0.49412,0.2451,0.82549
250.82,1,0.43402,0.5,0.23922,0.8451
250.82,1,0.43011,0.49412,0.23922,0.83529
250.83,1,0.42522,0.5,0.2451,0.82549
250.84,1,0.42229,0.49412,0.26471,0.79608
250.85,1,0.41838,0.5,0.3,0.74118
250.86,1,0.41544,0.5,0.33922,0.67647
250.86,1,0.41349,0.5,0.38431,0.6098
250.87,1,0.41153,0.50588,0.42549,0.53922
250.88,1,0.41056,0.51961,0.47059,0.48039
250.89,1,0.40958,0.52549,0.49412,0.43922
250.9,1,0.40762,0.53529,0.51961,0.4
250.9,1,0.40567,0.53922,0.53922,0.37059
250.91,1,0.40371,0.55098,0.5451,0.3549
250.92,1,0.40274,0.5451,0.55098,0.34902
250.93,1,0.40078,0.5549,0.5549,0.3451
250.94,1,0.40078,0.5451,0.55098,0.34902
250.94,1,0.40078,0.53922,0.55098,0.3451
250.95,1,0.40176,0.53529,0.55098,0.3549
250.96,1,0.40176,0.5451,0.5451,0.35882
250.97,1,0.40176,0.53922,0.5451,0.35882
250.98,0.98338,0.40176,0.53529,0.53529,0.37059
250.98,0.96579,0.40176,0.52941,0.53529,0.38039
250.99,0.94135,0.40176,0.52941,0.52941,0.38431
251,0.91691,0.40274,0.52941,0.53529,0.38431
251.01,0.88856,0.40274,0.51961,0.53529,0.38039
251.02,0.86022,0.40469,0.5098,0.53529,0.38039
251.02,0.83284,0.40567,0.5098,0.53529,0.38039
251.03,0.80547,0.40665,0.50588,0.53922,0.38039
251.04,0.77908,0.40665,0.5098,0.53922,0.38039
251.05,0.75269,0.40665,0.5098,0.53922,0.38039
251.06,0.72336,0.40469,0.5098,0.53529,0.37059
251.06,0.69501,0.40274,0.51961,0.5451,0.35882
251.07,0.66471,0.3998,0.51569,0.5451,0.3549
251.08,0.63441,0.39687,0.51569,0.55098,0.34902
251.09,0.60508,0.39492,0.5098,0.55098,0.3549
251.1,0.57576,0.39296,0.53529,0.53922,0.37451
251.1,0.54741,0.39198,0.5549,0.51961,0.39412
251.11,0.52004,0.39296,0.57451,0.51961,0.40392
251.12,0.4956,0.39687,0.58039,0.51961,0.39412
251.13,0.47214,0.40274,0.56471,0.51961,0.38431
251.14,0.45259,0.4086,0.53922,0.53922,0.34902
251.14,0.43304,0.4174,0.51569,0.5451,0.33922
251.15,0.41642,0.43109,0.49412,0.5451,0.3451
251.16,0.3998,0.4477,0.47059,0.53529,0.37059
251.17,0.38612,0.46725,0.4549,0.52941,0.38039
251.18,0.37243,0.48583,0.46471,0.53922,0.37059
251.18,0.36168,0.50538,0.47451,0.5451,0.3549
251.19,0.35093,0.52297,0.4902,0.56078,0.33922
251.2,0.34115,0.53959,0.49412,0.56471,0.33529
251.21,0.33236,0.5523,0.5,0.56078,0.33529
251.22,0.32551,0.56305,0.4902,0.57059,0.33529
251.22,0.31867,0.56989,0.48431,0.56078,0.3451
251.23,0.31281,0.57478,0.6,0.58431,0.27843
251.24,0.30694,0.57771,0.61569,0.4902,0.4549
251.25,0.30205,0.57771,0.22353,0.098039,1.1922
251.26,0.29717,0.57576,-0.47255,-0.39216,1.5039
251.26,0.2913,0.57283,-0.50196,-0.40196,1.5039
251.27,0.28641,0.56891,-0.082353,0.34902,0.87059
251.28,0.28152,0.56305,0.3098,0.53529,0.44902
251.29,0.27761,0.55621,0.41961,0.51961,0.41961
251.3,0.2737,0.54936,0.47059,0.51961,0.40392
251.3,0.26979,0.54057,0.5,0.52549,0.38431
251.31,0.26588,0.52981,0.51961,0.53529,0.36471
251.32,0.26197,0.51711,0.53529,0.53922,0.34902
251.33,0.25904,0.50538,0.53529,0.53529,0.3549
251.34,0.25513,0.49462,0.52549,0.53529,0.36471
251.34,0.25318,0.4868,0.51961,0.52941,0.38039
251.35,0.25024,0.47996,0.51569,0.51961,0.38431
251.36,0.24927,0.4741,0.51961,0.5098,0.40392
251.37,0.24731,0.46921,0.51961,0.5098,0.40392
251.38,0.24633,0.46725,0.52549,0.51569,0.4
251.38,0.24633,0.46628,0.51961,0.49412,0.42549
251.39,0.24731,0.4653,0.51569,0.48431,0.43922
251.4,0.24829,0.46432,0.5098,0.47451,0.4549
251.41,0.25122,0.46139,0.51569,0.46078,0.48039
251.42,0.25415,0.45943,0.50588,0.44902,0.5
251.42,0.25904,0.45552,0.50588,0.42941,0.52941
251.43,0.26393,0.45259,0.5,0.40392,0.56471
251.44,0.26784,0.45064,0.50588,0.38039,0.60588
251.45,0.27273,0.44868,0.5098,0.3549,0.6451
251.46,0.27761,0.44673,0.5098,0.32353,0.6902
251.46,0.2825,0.44379,0.51961,0.2902,0.73529
251.47,0.28739,0.44184,0.51569,0.27843,0.76078
251.48,0.29326,0.43793,0.51961,0.27451,0.76667
251.49,0.29814,0.43402,0.51961,0.27843,0.76078
251.5,0.30401,0.43109,0.52941,0.28431,0.75098
251.5,0.30987,0.42815,0.51961,0.30392,0.72549
251.51,0.31476,0.42522,0.51961,0.33529,0.68039
251.52,0.32063,0.42326,0.5098,0.37059,0.62941
251.53,0.32551,0.42033,0.5098,0.40392,0.57451
251.54,0.33138,0.4174,0.50588,0.4451,0.52549
251.54,0.33627,0.41544,0.5098,0.48039,0.46471
251.55,0.34115,0.41349,0.5098,0.5,0.42549
251.56,0.34604,0.41056,0.51569,0.51961,0.4
251.57,0.34995,0.4086,0.5098,0.53529,0.37451
251.58,0.35386,0.40665,0.51961,0.5451,0.3549
251.58,0.35679,0.40567,0.52549,0.55098,0.34902
251.59,0.35973,0.40567,0.52941,0.55098,0.3549
251.6,0.36168,0.40665,0.52549,0.5549,0.34902
251.61,0.36364,0.4086,0.52549,0.55098,0.3549
251.62,0.36461,0.40958,0.52941,0.5451,0.35882
251.62,0.36559,0.40958,0.52941,0.5451,0.36471
251.63,0.36461,0.40958,0.52549,0.5451,0.37059
251.64,0.36364,0.40958,0.52549,0.5451,0.36471
251.65,0.3607,0.4086,0.52549,0.5451,0.37059
251.66,0.35777,0.40762,0.52941,0.5451,0.37451
251.66,0.35386,0.40762,0.52549,0.5451,0.37451
251.67,0.34995,0.40762,0.51961,0.5451,0.37059
251.68,0.34506,0.40762,0.51961,0.5451,0.37059
251.69,0.34115,0.4086,0.51961,0.53922,0.37451
251.7,0.33431,0.40958,0.52549,0.5451,0.36471
251.7,0.32845,0.40958,0.51961,0.55098,0.35882
251.71,0.31965,0.4086,0.51961,0.5451,0.36471
251.72,0.31085,0.40762,0.51569,0.5549,0.3549
251.73,0.3001,0.40567,0.51961,0.5549,0.3549
251.74,0.29032,0.40469,0.51961,0.5549,0.34902
251.74,0.27761,0.40469,0.52549,0.56078,0.3451
251.75,0.26588,0.40567,0.51961,0.5451,0.35882
251.76,0.25513,0.40665,0.56078,0.53922,0.38039
251.77,0.24438,0.4086,0.57451,0.52941,0.38431
251.78,0.2346,0.41251,0.5902,0.52549,0.3902
251.78,0.22581,0.42033,0.58431,0.52941,0.37451
251.79,0.21701,0.43206,0.56078,0.5451,0.3549
251.8,0.20821,0.44673,0.53922,0.5549,0.33529
251.81,0.20039,0.46628,0.5098,0.55098,0.3451
251.82,0.19257,0.48876,0.49412,0.56471,0.33529
251.82,0.18573,0.51222,0.47451,0.5451,0.35882
251.83,0.17986,0.5347,0.47451,0.55098,0.3549
251.84,0.17498,0.55327,0.48039,0.56078,0.3451
251.85,0.17009,0.56696,0.49412,0.57059,0.33529
251.86,0.16618,0.57967,0.5,0.58039,0.31961
251.86,0.16227,0.5914,0.5,0.57451,0.32353
251.87,0.15934,0.6002,0.5,0.57059,0.32941
251.88,0.15543,0.60704,0.50588,0.57059,0.33922
251.89,0.15249,0.61193,0.55098,0.5902,0.31373
251.9,0.14956,0.61486,0.61961,0.56078,0.27843
251.9,0.14663,0.61584,0.47059,0.32941,0.74118
251.91,0.1437,0.61681,-0.10588,-0.18627,1.5039
251.92,0.14076,0.61681,-0.50196,-0.37843,1.5039
251.93,0.13783,0.61388,-0.34314,0.1549,1.2627
251.94,0.1349,0.60997,0.18824,0.52941,0.5
251.94,0.13196,0.60411,0.4,0.56078,0.4
251.95,0.12903,0.59531,0.4549,0.53529,0.40392
251.96,0.12512,0.58651,0.5,0.53529,0.38039
251.97,0.12219,0.57674,0.51961,0.5451,0.35882
251.98,0.11828,0.56403,0.53922,0.5451,0.3451
251.98,0.11535,0.55132,0.5451,0.56078,0.32941
251.99,0.11241,0.53763,0.5451,0.5451,0.33922
252,0.11046,0.52395,0.52941,0.53922,0.3549
252.01,0.1085,0.51222,0.52549,0.53922,0.35882
252.02,0.10655,0.50244,0.51569,0.52941,0.38039
252.02,0.10362,0.49462,0.51961,0.51961,0.3902
252.03,0.10166,0.48974,0.52549,0.51961,0.4
252.04,0.099707,0.4868,0.52941,0.50588,0.40392
252.05,0.097752,0.48583,0.51961,0.5,0.42549
252.06,0.096774,0.48485,0.51961,0.4902,0.4451
252.06,0.095797,0.48485,0.51961,0.47451,0.46078
252.07,0.094819,0.48289,0.51569,0.46471,0.48039
252.08,0.094819,0.47996,0.51961,0.44902,0.50588
252.09,0.094819,0.47801,0.51961,0.42549,0.52941
252.1,0.096774,0.4741,0.51569,0.4,0.57451
252.1,0.097752,0.46921,0.5098,0.37059,0.61961
252.11,0.10068,0.4653,0.5098,0.33922,0.66078
252.12,0.10362,0.46139,0.51569,0.31373,0.7
252.13,0.10655,0.45748,0.51961,0.29412,0.73137
252.14,0.11046,0.45455,0.51961,0.28431,0.7549
252.14,0.11437,0.45161,0.51961,0.27451,0.76078
252.15,0.11828,0.44868,0.51961,0.27451,0.7549
252.16,0.12219,0.44673,0.51961,0.28431,0.73529
252.17,0.1261,0.44575,0.5098,0.3098,0.70588
252.18,0.13001,0.44379,0.50588,0.33922,0.6549
252.18,0.13392,0.44086,0.5,0.37451,0.61569
252.19,0.13881,0.43793,0.49412,0.4098,0.56078
252.2,0.1437,0.43304,0.4902,0.44902,0.5098
252.21,0.14858,0.42815,0.49412,0.47451,0.47059
252.22,0.15249,0.42326,0.4902,0.5,0.43529
252.22,0.15738,0.4174,0.49412,0.51569,0.4
252.23,0.16129,0.41349,0.5,0.51961,0.3902
252.24,0.1652,0.41056,0.50588,0.53529,0.37451
252.25,0.16813,0.40958,0.5098,0.53529,0.37451
252.26,0.17107,0.40958,0.5098,0.53529,0.38039
252.26,0.174,0.40958,0.51569,0.53922,0.37451
252.27,0.17693,0.40958,0.5098,0.53922,0.38039
252.28,0.17889,0.40958,0.51569,0.53529,0.38039
252.29,0.18084,0.40958,0.50588,0.52941,0.38431
252.3,0.1828,0.4086,0.51569,0.52549,0.3902
252.3,0.18377,0.4086,0.51569,0.53922,0.38039
252.31,0.18475,0.4086,0.51961,0.53529,0.38039
252.32,0.18377,0.4086,0.51569,0.53922,0.38431
252.33,0.18377,0.40958,0.51961,0.52941,0.38431
252.34,0.18182,0.40958,0.5098,0.53529,0.38431
252.34,0.17889,0.40958,0.51569,0.53922,0.38039
252.35,0.17595,0.40958,0.51569,0.53922,0.38039
252.36,0.17204,0.40958,0.51961,0.5451,0.37451
252.37,0.16716,0.40958,0.51961,0.5451,0.37059
252.38,0.16325,0.4086,0.52549,0.55098,0.36471
252.38,0.15738,0.40762,0.51961,0.5451,0.3549
252.39,0.15249,0.40665,0.52549,0.55098,0.3549
252.4,0.14761,0.40469,0.52549,0.5549,0.34902
252.41,0.14272,0.40274,0.53922,0.56078,0.3549
252.42,0.13881,0.40274,0.56078,0.5451,0.37451
252.42,0.1349,0.40371,0.58431,0.53922,0.38039
252.43,0.13099,0.40567,0.5902,0.53529,0.38039
252.44,0.12708,0.4086,0.58039,0.53529,0.38039
252.45,0.12317,0.41447,0.56078,0.53922,0.36471
252.46,0.12023,0.42522,0.53529,0.5549,0.33529
252.46,0.11828,0.43988,0.5098,0.56471,0.33529
252.47,0.11632,0.45846,0.4902,0.56078,0.33922
252.48,0.11535,0.47898,0.48039,0.5549,0.3549
252.49,0.11437,0.49951,0.48039,0.55098,0.3451
252.5,0.11535,0.51906,0.4902,0.56471,0.33529
252.5,0.11632,0.53763,0.49412,0.57059,0.32941
252.51,0.11828,0.55523,0.50588,0.58431,0.31961
252.52,0.12121,0.56794,0.5,0.58039,0.32941
252.53,0.12512,0.57771,0.5,0.57059,0.33529
252.54,0.12903,0.58358,0.48431,0.56471,0.33529
252.54,0.1349,0.58553,0.53529,0.57059,0.2902
252.55,0.14076,0.58651,0.60588,0.58039,0.34902
252.56,0.14663,0.58749,0.46078,0.31373,0.76667
252.57,0.15249,0.58651,-0.082353,-0.20196,1.5039
252.58,0.15836,0.58358,-0.50196,-0.38235,1.5039
252.58,0.1652,0.57967,-0.27255,0.1549,1.2667
252.59,0.17204,0.57674,0.24902,0.55098,0.46078
252.6,0.17986,0.57283,0.41961,0.58039,0.3549
252.61,0.18768,0.56794,0.44902,0.53922,0.38039
252.62,0.1955,0.56109,0.47451,0.5451,0.35882
252.62,0.20332,0.5523,0.49412,0.5451,0.3549
252.63,0.21017,0.54252,0.5098,0.55098,0.33529
252.64,0.21603,0.53275,0.5098,0.56078,0.32941
252.65,0.22287,0.52102,0.51961,0.55098,0.33529
252.66,0.22972,0.50929,0.50588,0.55098,0.33529
252.66,0.23754,0.49951,0.49412,0.5451,0.34902
252.67,0.24633,0.49169,0.48431,0.5451,0.3549
252.68,0.25513,0.48485,0.5,0.52941,0.38039
252.69,0.26393,0.47898,0.49412,0.52941,0.37451
252.7,0.27273,0.4741,0.5,0.51961,0.38039
252.7,0.28152,0.47116,0.49412,0.51569,0.4
252.71,0.29032,0.46921,0.4902,0.50588,0.41961
252.72,0.29814,0.46823,0.48431,0.49412,0.43529
252.73,0.30694,0.46725,0.4902,0.48431,0.44902
252.74,0.31378,0.4653,0.48431,0.46471,0.48039
252.74,0.3216,0.46237,0.48039,0.43922,0.51569
252.75,0.32942,0.45943,0.47451,0.41569,0.55098
252.76,0.33724,0.45552,0.47451,0.3902,0.5902
252.77,0.34506,0.45161,0.46471,0.35882,0.64118
252.78,0.35288,0.44868,0.47059,0.33529,0.68039
252.78,0.3607,0.44575,0.46078,0.3098,0.7098
252.79,0.36755,0.44282,0.46471,0.29412,0.73137
252.8,0.37439,0.44086,0.46078,0.28431,0.7451
252.81,0.38123,0.43793,0.4549,0.2902,0.73137
252.82,0.38905,0.435,0.46078,0.3098,0.7098
252.82,0.39785,0.43109,0.4549,0.32941,0.68039
252.83,0.40665,0.42815,0.46471,0.36471,0.62941
252.84,0.41544,0.42522,0.46078,0.4098,0.57059
252.85,0.42522,0.42131,0.46078,0.44902,0.50588
252.86,0.435,0.41838,0.47059,0.48431,0.44902
252.86,0.44477,0.41447,0.47451,0.51569,0.4
252.87,0.45455,0.41056,0.48431,0.53922,0.37059
252.88,0.46432,0.40762,0.5,0.5549,0.33922
252.89,0.47507,0.40567,0.5,0.56471,0.31961
252.9,0.48485,0.40274,0.50588,0.57059,0.3098
252.9,0.49462,0.3998,0.5,0.58431,0.3
252.91,0.50538,0.39785,0.50588,0.57451,0.3098
252.92,0.51613,0.39589,0.49412,0.57451,0.31961
252.93,0.52688,0.39492,0.5,0.57059,0.32941
252.94,0.53861,0.39589,0.49412,0.57059,0.32941
252.94,0.54936,0.39785,0.5,0.56471,0.32353
252.95,0.56012,0.39785,0.5,0.55098,0.34902
252.96,0.56891,0.39785,0.5,0.55098,0.3549
252.97,0.57869,0.39687,0.5,0.5451,0.3549
252.98,0.58749,0.39589,0.5,0.5451,0.3549
252.98,0.59726,0.39394,0.49412,0.5451,0.35882
252.99,0.60508,0.39394,0.49412,0.5451,0.36471
253,0.6129,0.39589,0.5,0.53529,0.37059
253.01,0.61975,0.39785,0.5,0.5549,0.34902
253.02,0.62659,0.3998,0.5,0.56078,0.33922
253.02,0.63245,0.40176,0.50588,0.56471,0.33529
253.03,0.63832,0.40176,0.5,0.5549,0.33922
253.04,0.64223,0.40176,0.50588,0.56078,0.33529
253.05,0.64712,0.40078,0.5098,0.57059,0.32941
253.06,0.65103,0.39883,0.50588,0.56471,0.33529
253.06,0.65591,0.39687,0.52549,0.5549,0.3451
253.07,0.65982,0.39394,0.5451,0.5451,0.35882
253.08,0.66471,0.39198,0.56078,0.5451,0.37059
253.09,0.6696,0.39003,0.57059,0.53922,0.36471
253.1,0.67449,0.39198,0.56471,0.53529,0.3549
253.1,0.67937,0.39589,0.52941,0.5451,0.33529
253.11,0.68524,0.40274,0.50588,0.5549,0.32353
253.12,0.6911,0.41251,0.4902,0.56078,0.32941
253.13,0.69697,0.4262,0.47451,0.56471,0.32941
253.14,0.70479,0.44184,0.46471,0.5451,0.34902
253.14,0.71359,0.45846,0.46471,0.56078,0.33922
253.15,0.72336,0.47801,0.47451,0.56471,0.33529
253.16,0.73314,0.49756,0.4902,0.56471,0.32941
253.17,0.74389,0.51613,0.48431,0.57059,0.32941
253.18,0.75464,0.53275,0.48431,0.56471,0.33529
253.18,0.76637,0.54643,0.47059,0.56471,0.33922
253.19,0.77713,0.55718,0.44902,0.5451,0.3549
253.2,0.78788,0.565,0.52941,0.56471,0.31961
253.21,0.79765,0.56989,0.57059,0.48431,0.46078
253.22,0.80743,0.57185,0.32353,0.12353,1.1059
253.22,0.8172,0.5738,-0.30196,-0.41765,1.5039
253.23,0.82698,0.57283,-0.50196,-0.47843,1.5039
253.24,0.83675,0.57185,-0.072549,0.2902,0.99608
253.25,0.84653,0.56989,0.36471,0.58039,0.38431
253.26,0.8563,0.56696,0.46471,0.58431,0.3451
253.26,0.8651,0.56207,0.47059,0.52941,0.39412
253.27,0.87488,0.55523,0.48039,0.53922,0.35882
253.28,0.88368,0.54741,0.5,0.53922,0.35882
253.29,0.89247,0.53568,0.5,0.55098,0.3451
253.3,0.90127,0.52395,0.51569,0.5451,0.33922
253.3,0.91105,0.51124,0.50588,0.53529,0.36471
253.31,0.9218,0.49853,0.5,0.52941,0.35882
253.32,0.93255,0.48778,0.5,0.53529,0.37451
253.33,0.9433,0.47898,0.50588,0.51961,0.38431
253.34,0.95406,0.47312,0.50588,0.5098,0.4
253.34,0.96579,0.46725,0.51569,0.51569,0.40392
253.35,0.97752,0.46334,0.5,0.5,0.41569
253.36,0.98729,0.46139,0.5,0.4902,0.42941
253.37,0.99804,0.46041,0.4902,0.48039,0.44902
253.38,0.99902,0.46041,0.5,0.47451,0.46471
253.38,1,0.46041,0.49412,0.44902,0.5
253.39,1,0.45943,0.49412,0.42941,0.53529
253.4,1,0.45943,0.48039,0.40392,0.58039
253.41,1,0.45748,0.47059,0.37451,0.61961
253.42,1,0.45455,0.4549,0.3451,0.67647
253.42,1,0.45064,0.44902,0.3098,0.72549
253.43,1,0.4477,0.44902,0.27843,0.77647
253.44,1,0.44477,0.44902,0.26471,0.8
253.45,1,0.44184,0.4549,0.24902,0.82157
253.46,1,0.43793,0.4549,0.2451,0.82549
253.46,1,0.43402,0.47059,0.26471,0.8
253.47,1,0.42913,0.47451,0.28431,0.77059
253.48,1,0.42424,0.4902,0.32941,0.7
253.49,1,0.42033,0.5,0.38039,0.62941
253.5,1,0.41642,0.51961,0.42549,0.5549
253.5,1,0.41349,0.53922,0.47059,0.48431
253.51,1,0.41153,0.55098,0.51569,0.41569
253.52,1,0.40958,0.56078,0.5451,0.36471
253.53,1,0.4086,0.58039,0.57059,0.32353
253.54,1,0.4086,0.5902,0.58431,0.29412
253.54,1,0.4086,0.60588,0.59608,0.28431
253.55,1,0.4086,0.6098,0.6,0.27451
253.56,1,0.4086,0.60588,0.59608,0.28431
253.57,1,0.4086,0.59608,0.5902,0.2902
253.58,1,0.40762,0.5902,0.5902,0.3
253.58,1,0.40665,0.5902,0.58431,0.3098
253.59,1,0.40762,0.5902,0.58431,0.31961
253.6,1,0.40762,0.5902,0.57059,0.32941
253.61,1,0.40762,0.59608,0.57059,0.33922
253.62,1,0.4086,0.5902,0.56078,0.34902
253.62,1,0.4086,0.5902,0.5451,0.36471
253.63,1,0.40762,0.58431,0.5451,0.38039
253.64,1,0.40762,0.58039,0.5451,0.38039
253.65,1,0.40762,0.58431,0.53922,0.38039
253.66,1,0.40665,0.57451,0.5451,0.38039
253.66,1,0.40567,0.57059,0.5451,0.38039
253.67,1,0.40469,0.57059,0.53922,0.37451
253.68,1,0.40371,0.56471,0.5451,0.37059
253.69,1,0.40274,0.56078,0.5451,0.37059
253.7,1,0.40274,0.56078,0.5451,0.37451
253.7,1,0.40274,0.5549,0.55098,0.35882
253.71,1,0.40176,0.56078,0.55098,0.35882
253.72,1,0.40176,0.57059,0.5451,0.37451
253.73,1,0.40078,0.5902,0.53529,0.3902
253.74,1,0.3998,0.60588,0.52549,0.40392
253.74,1,0.40176,0.61569,0.51961,0.4
253.75,1,0.40371,0.6098,0.51569,0.40392
253.76,0.99804,0.40567,0.5902,0.51961,0.37451
253.77,0.99707,0.4086,0.55098,0.53922,0.3549
253.78,0.98631,0.41447,0.53529,0.53922,0.34902
253.78,0.97556,0.42326,0.51569,0.5451,0.36471
253.79,0.96481,0.43695,0.5,0.53529,0.38039
253.8,0.95308,0.45357,0.5,0.53922,0.38039
253.81,0.94037,0.47214,0.5,0.5451,0.37451
253.82,0.92864,0.49071,0.51569,0.5451,0.38039
253.82,0.91496,0.50929,0.51569,0.56078,0.3549
253.83,0.90225,0.52493,0.51569,0.5549,0.35882
253.84,0.88954,0.53666,0.5098,0.56078,0.35882
253.85,0.87683,0.54839,0.50588,0.55098,0.36471
253.86,0.86413,0.55816,0.56078,0.56471,0.32941
253.86,0.85142,0.56598,0.61961,0.57451,0.30392
253.87,0.83578,0.56989,0.44902,0.2902,0.81569
253.88,0.82111,0.57185,-0.14706,-0.24314,1.5039
253.89,0.80547,0.57283,-0.50196,-0.41765,1.5039
253.9,0.78886,0.57185,-0.28824,0.13922,1.2824
253.9,0.77322,0.56891,0.21961,0.5098,0.52941
253.91,0.75758,0.56403,0.40392,0.53529,0.42549
253.92,0.74291,0.55816,0.44902,0.5098,0.43529
253.93,0.72825,0.55132,0.4902,0.51961,0.4098
253.94,0.71359,0.5435,0.50588,0.51961,0.38431
253.94,0.69795,0.53372,0.51961,0.52941,0.37451
253.95,0.68231,0.52297,0.52941,0.53529,0.36471
253.96,0.66667,0.51026,0.51961,0.53922,0.37451
253.97,0.65103,0.49853,0.5098,0.51961,0.38431
253.98,0.63636,0.4868,0.50588,0.51569,0.38431
253.98,0.6217,0.47703,0.5098,0.51569,0.39412
253.99,0.60704,0.47019,0.51961,0.51569,0.4
254,0.59433,0.46334,0.52941,0.5098,0.40392
254.01,0.58162,0.45748,0.51961,0.5,0.41961
254.02,0.57087,0.45357,0.50588,0.4902,0.42941
254.02,0.56012,0.45064,0.5,0.48039,0.44902
254.03,0.55034,0.4477,0.5,0.47451,0.46471
254.04,0.54154,0.44477,0.5,0.4549,0.48431
254.05,0.53275,0.44184,0.5,0.43529,0.51569
254.06,0.52395,0.43891,0.49412,0.4098,0.5549
254.06,0.51711,0.43597,0.4902,0.38431,0.59608
254.07,0.50929,0.43304,0.4902,0.35882,0.63529
254.08,0.50342,0.43011,0.49412,0.33529,0.68039
254.09,0.49658,0.4262,0.49412,0.30392,0.72157
254.1,0.49071,0.42131,0.4902,0.27843,0.75098
254.1,0.48583,0.41642,0.48431,0.26863,0.77647
254.11,0.48094,0.41251,0.49412,0.26863,0.77059
254.12,0.47605,0.41056,0.5,0.27843,0.76078
254.13,0.47116,0.40958,0.5,0.28431,0.74118
254.14,0.46628,0.40958,0.49412,0.31373,0.70588
254.14,0.46139,0.4086,0.49412,0.34902,0.6451
254.15,0.4565,0.40665,0.48431,0.3902,0.5902
254.16,0.45259,0.40567,0.48039,0.42941,0.52941
254.17,0.44868,0.40371,0.48431,0.47059,0.48039
254.18,0.44477,0.40176,0.48039,0.49412,0.43922
254.18,0.44184,0.3998,0.4902,0.51961,0.4
254.19,0.43891,0.39883,0.5,0.53922,0.37451
254.2,0.43597,0.39687,0.50588,0.55098,0.34902
254.21,0.43304,0.39492,0.51569,0.56078,0.33529
254.22,0.43011,0.39394,0.5098,0.56471,0.33529
254.22,0.42717,0.39394,0.51569,0.56471,0.33529
254.23,0.42424,0.39492,0.51961,0.56078,0.33922
254.24,0.42131,0.39589,0.51961,0.56078,0.33529
254.25,0.41838,0.39589,0.52549,0.5549,0.3451
254.26,0.41447,0.39687,0.51961,0.5451,0.3549
254.26,0.41153,0.39687,0.52549,0.5549,0.3549
254.27,0.40762,0.39883,0.51961,0.5451,0.3549
254.28,0.40371,0.40078,0.52941,0.5451,0.35882
254.29,0.39785,0.40176,0.52549,0.55098,0.3549
254.3,0.39296,0.40176,0.52941,0.5451,0.3549
254.3,0.38612,0.40371,0.52549,0.55098,0.3549
254.31,0.38025,0.40469,0.52549,0.5451,0.35882
254.32,0.37341,0.40567,0.51961,0.5451,0.3549
254.33,0.36755,0.40665,0.51961,0.55098,0.3549
254.34,0.36168,0.40762,0.51961,0.55098,0.3549
254.34,0.35582,0.40665,0.51961,0.55098,0.3451
254.35,0.348,0.40665,0.52549,0.5549,0.34902
254.36,0.34018,0.40567,0.51961,0.56078,0.33922
254.37,0.33236,0.40469,0.51961,0.56471,0.33529
254.38,0.32356,0.40469,0.53529,0.5549,0.3451
254.38,0.31574,0.40469,0.55098,0.5451,0.36471
254.39,0.30792,0.40665,0.57451,0.53922,0.38039
254.4,0.30108,0.40958,0.5902,0.53529,0.38039
254.41,0.29423,0.41544,0.6,0.52941,0.37451
254.42,0.28739,0.42326,0.57059,0.53529,0.35882
254.42,0.28152,0.43597,0.5451,0.5451,0.33922
254.43,0.27566,0.44868,0.51961,0.55098,0.33529
254.44,0.26979,0.4653,0.49412,0.5451,0.3451
254.45,0.26491,0.48583,0.47451,0.5451,0.3549
254.46,0.261,0.50929,0.47059,0.5451,0.3549
254.46,0.25904,0.53372,0.47451,0.5451,0.3549
254.47,0.25611,0.55621,0.4902,0.5549,0.3451
254.48,0.25415,0.57576,0.5,0.57059,0.32941
254.49,0.2522,0.59238,0.5,0.56078,0.33922
254.5,0.25122,0.60508,0.5,0.56471,0.33922
254.5,0.25024,0.61486,0.49412,0.56078,0.3451
254.51,0.25024,0.62072,0.5098,0.56078,0.34902
